iter,time,total_time,circuit_size,cross_entropy_D,cross_entropy_Df,train_discrimination,valid_discrimination,test_discrimination,train_mll,valid_mll,test_mll,struct?,stop?,P(D),P(Df),P(S),"P(D|Df,S)","P(D|Df,notS)","P(D|notDf,S)","P(D|notDf,notS)"
0,0.038092708,0.038092708,309,0.5845682064866177,0.5845682064866177,-0.059905385032372305,-0.050785601290342486,-0.026218034739494134,-7.685713384052466,-7.669997930946661,-7.718902645895713,true,,0.592581162819405,0.0,0.300148129860511,0.0,0.0,0.0,0.0
1,2.952836459,2.990929167,313,0.5833505787491005,0.5833505787491005,-0.06106383896653644,-0.051297259378005555,-0.026666532543785593,-7.680559962964121,-7.670559939029544,-7.718292549806051,true,,0.592581162819405,0.0,0.300148129860511,0.0,0.0,0.0,0.0
2,0.358411542,3.349340709,321,0.5817726683167714,0.5817726683167714,-0.06216392870728116,-0.05243638414873897,-0.02872297056079942,-7.674691554790452,-7.668474873116682,-7.711898667392848,true,,0.592581162819405,0.0,0.300148129860511,0.0,0.0,0.0,0.0
3,0.171959958,3.5213006669999998,323,0.5817726694778781,0.5817726694778781,-0.06216393463725467,-0.052436393969958806,-0.028722974974339843,-7.674691554790452,-7.668474873116682,-7.711898667392848,true,,0.592581162819405,0.0,0.300148129860511,0.0,0.0,0.0,0.0
4,0.092733541,3.6140342079999996,325,0.5817726696061226,0.5817726696061226,-0.06216392130532844,-0.05243637369857401,-0.028722961078242237,-7.674691554790452,-7.668474873116682,-7.711898667392848,true,,0.592581162819405,0.0,0.300148129860511,0.0,0.0,0.0,0.0
5,0.264442333,3.8784765409999995,327,0.5817714870146762,0.5817714870146762,-0.06216714349941066,-0.052439960209713754,-0.028724724768319554,-7.67469155282278,-7.668472807920335,-7.711902078807182,true,,0.592581162819405,0.0,0.300148129860511,0.0,0.0,0.0,0.0
6,0.006981042,3.8854575829999995,331,0.5802542303731449,0.5802542303731449,-0.06198411149030991,-0.053824986397773,-0.0284399122978094,-7.6727880926346925,-7.669556006251777,-7.708836210607321,true,,0.592581162819405,0.0,0.300148129860511,0.0,0.0,0.0,0.0
7,0.007052167,3.8925097499999994,339,0.5795233685114526,0.5795233685114526,-0.06134251286700554,-0.05370867925450595,-0.027498485938408312,-7.672115603835834,-7.66990707200047,-7.707673219191627,true,,0.592581162819405,0.0,0.300148129860511,0.0,0.0,0.0,0.0
8,0.007087666,3.8995974159999993,341,0.579523373183595,0.579523373183595,-0.06134251242278321,-0.053708678940033394,-0.027498487183813314,-7.672115603835834,-7.66990707200047,-7.707673219191627,true,,0.592581162819405,0.0,0.300148129860511,0.0,0.0,0.0,0.0
9,0.007078708,3.906676123999999,343,0.5795233761447018,0.5795233761447018,-0.06134250094923077,-0.05370866773997229,-0.027498476040716202,-7.672115603835834,-7.66990707200047,-7.707673219191627,true,,0.592581162819405,0.0,0.300148129860511,0.0,0.0,0.0,0.0
10,0.007718333,3.9143944569999993,345,0.5795243842134505,0.5795243842134505,-0.061348373738945305,-0.05371339435927469,-0.027507359011819776,-7.672115589635111,-7.669903436512981,-7.707677159872232,true,,0.592581162819405,0.0,0.300148129860511,0.0,0.0,0.0,0.0
11,0.071267334,3.985661790999999,348,0.5789991237525168,0.5789991237525168,-0.060695453671256394,-0.05192585232035096,-0.026562161325834888,-7.668976000332109,-7.664921269041277,-7.703864838052188,true,,0.592581162819405,0.0,0.300148129860511,0.0,0.0,0.0,0.0
12,0.023010625,4.008672416,350,0.5789991230131124,0.5789991230131124,-0.06069545283012545,-0.05192585135274308,-0.026562163073771683,-7.668976000332109,-7.664921269041277,-7.703864838052188,true,,0.592581162819405,0.0,0.300148129860511,0.0,0.0,0.0,0.0
13,0.077899042,4.086571458,352,0.5789991255734539,0.5789991255734539,-0.06069545100592266,-0.051925851691405844,-0.02656215874762813,-7.668976000332109,-7.664921269041277,-7.703864838052188,true,,0.592581162819405,0.0,0.300148129860511,0.0,0.0,0.0,0.0
14,0.007921667,4.094493125,354,0.5790007683265124,0.5790007683265124,-0.06069395703900038,-0.05192475989106604,-0.026559165952093622,-7.668976000553208,-7.66491835103357,-7.703869077806556,true,,0.592581162819405,0.0,0.300148129860511,0.0,0.0,0.0,0.0
15,0.007205458,4.101698582999999,356,0.5790007677956335,0.5790007677956335,-0.060693960350953646,-0.05192476221332498,-0.026559170234538798,-7.668976000553208,-7.66491835103357,-7.703869077806556,true,,0.592581162819405,0.0,0.300148129860511,0.0,0.0,0.0,0.0
16,0.007131834,4.108830416999999,360,0.5765196257900719,0.5765196257900719,-0.0630632109465128,-0.054051255329609305,-0.027281085479944456,-7.659983387211376,-7.657866711673543,-7.701130195873901,true,,0.592581162819405,0.0,0.300148129860511,0.0,0.0,0.0,0.0
