iter,time,total_time,circuit_size,cross_entropy_D,cross_entropy_Df,train_discrimination,valid_discrimination,test_discrimination,train_mll,valid_mll,test_mll,struct?,stop?,P(D),P(Df),P(S),"P(D|Df,S)","P(D|Df,notS)","P(D|notDf,S)","P(D|notDf,notS)"
0,0.049056291,0.049056291,629,0.5007674543205292,0.5007674543205292,-0.014183940503402881,0.004066631768230744,-0.0018048858831798409,-11.536880264425397,-11.736410301942538,-11.8986920071564,true,,0.6997533908754624,0.0,0.31011097410604194,0.0,0.0,0.0,0.0
1,4.177747084,4.226803375,631,0.5007674454268737,0.5007674454268737,-0.014183945514884666,0.004066645911705802,-0.0018048949894450272,-11.536880264425397,-11.736410301942538,-11.8986920071564,true,,0.6997533908754624,0.0,0.31011097410604194,0.0,0.0,0.0,0.0
2,0.200381041,4.427184416,635,0.5008768661489015,0.5008768661489015,-0.014223317341665598,0.004063033011521444,-0.0017313681069820452,-11.536773125706151,-11.73676147055115,-11.898928752493921,true,,0.6997533908754624,0.0,0.31011097410604194,0.0,0.0,0.0,0.0
3,0.297312458,4.724496874000001,636,0.5009795456114166,0.5009795456114166,-0.014302584148606745,0.004207652064214362,-0.0029369995352767075,-11.536631719242692,-11.73780513117448,-11.896165511269196,true,,0.6997533908754624,0.0,0.31011097410604194,0.0,0.0,0.0,0.0
4,0.242648125,4.967144999,636,0.5009795456114166,0.5009795456114166,-0.014302584148606745,0.004207652064214362,-0.0029369995352767075,-11.536631719242692,-11.73780513117448,-11.896165511269196,true,,0.6997533908754624,0.0,0.31011097410604194,0.0,0.0,0.0,0.0
5,0.092997666,5.060142665,638,0.5009795402557718,0.5009795402557718,-0.014302585854643057,0.004207652064214362,-0.002936987531563573,-11.536631719242692,-11.73780513117448,-11.896165511269198,true,,0.6997533908754624,0.0,0.31011097410604194,0.0,0.0,0.0,0.0
6,0.079986708,5.140129373,641,0.5023352414628476,0.5023352414628476,-0.01903554726619594,-0.0018563138584807293,0.00028027499478966433,-11.525680618397537,-11.710031494272465,-11.882994864228019,true,,0.6997533908754624,0.0,0.31011097410604194,0.0,0.0,0.0,0.0
7,0.021185958,5.161315331,642,0.5021504766035984,0.5021504766035984,-0.019133588243385624,-0.0021160115483290776,2.5370350432818434e-5,-11.525058738694817,-11.70999549190872,-11.882657619621375,true,,0.6997533908754624,0.0,0.31011097410604194,0.0,0.0,0.0,0.0
8,0.026907333,5.1882226639999995,642,0.5021504766035984,0.5021504766035984,-0.019133588243385624,-0.0021160115483290776,2.5370350432818434e-5,-11.525058738694817,-11.70999549190872,-11.882657619621375,true,,0.6997533908754624,0.0,0.31011097410604194,0.0,0.0,0.0,0.0
9,0.106386875,5.294609539,662,0.5026681043699743,0.5026681043699743,-0.019494651229545523,-0.0007369570666287961,-0.0015911850191298038,-11.524727863377539,-11.71150180563366,-11.881472366401454,true,,0.6997533908754624,0.0,0.31011097410604194,0.0,0.0,0.0,0.0
